614762,25-0301-00018,96.0
614762,09.91.00-01.05.00,96.0
614762,09.91.23-08.01.11,96.0
614763,BSP-3,300.0
614763,05.45.00-51.03.01,100.0
614763,25-0905-00012,30.0
614759,07-1502-00052,300.0
614760,WS-X4248-FE-SFP=,1.0
614760,PRIME-100,4.0
614743,03-1605-00144,15.0
614743,03-1605-00145,19.0
614743,03-1605-00146,10.0
614743,03-1605-00152,25.0
614743,03-1605-00153,25.0
614743,03-1605-00155,20.0
614743,03-1605-00157,25.0
614743,03-1605-00158,20.0
614743,03-1605-00159,10.0
614743,03-1605-00162,10.0
614743,03-1605-00164,6.0
614732,LCXLM1-K0024-H700,1603.0
614732,760109553,16.0
614761,012ERU-63122A2G,16027.0
614815,10.28.00-00.00.26,200.0
614815,26.05.33-00.56.02,50.0
614815,26.05.33-13.94.11,97.0
614815,41.36.26-23.59.02,2.0
614815,41.36.26-49.03.00,32.0
614815,53-0503-00014,2.0
614815,53-1103-00042,1.0
614815,53-3001-00002,1.0
614815,23-0305-00024,36.0
614758,21-5701-00007,14.0
614758,26.05.33-00.57.02,27.0
614758,41.36.00-29.02.02,1.0
